user_id,sessions,last_login_days,revenue,country,churn,segment,segment_name
4129,32,64,1969,Kyrgyz Republic,1,3,Dormant
4130,47,72,4457,Reunion,1,0,Dormant
4131,3,48,3375,Marshall Islands,1,0,Dormant
4132,16,62,3886,Sao Tome and Principe,1,0,Dormant
4133,20,83,207,Armenia,1,3,Dormant
4134,3,53,3692,Chile,1,0,Dormant
4135,71,84,754,Belarus,1,3,Dormant
4136,24,90,4599,Comoros,1,0,Dormant
4137,44,13,3469,Tanzania,0,2,At Risk
4138,77,90,3119,Korea,1,4,High Value
4139,36,51,4106,Netherlands Antilles,1,0,Dormant
4140,36,64,3817,Argentina,1,0,Dormant
4141,1,15,1627,Brazil,0,2,At Risk
4142,7,16,4456,Suriname,0,2,At Risk
4143,3,13,3189,Congo,0,2,At Risk
4144,83,19,3217,Turkmenistan,0,4,High Value
4145,28,18,4907,Liechtenstein,0,2,At Risk
4146,70,3,4676,Romania,0,4,High Value
4147,34,49,8,Angola,1,3,Dormant
4148,62,85,4137,Mauritius,1,0,Dormant
4149,95,47,1464,Bahrain,1,1,Loyal
4150,92,58,2504,Madagascar,1,4,High Value
4151,56,12,865,Greece,0,1,Loyal
4152,84,31,3651,Sudan,0,4,High Value
4153,91,36,3985,Jamaica,0,4,High Value
4154,50,20,4887,Guinea-Bissau,0,4,High Value
4155,34,4,2403,Congo,0,2,At Risk
4156,63,20,149,Faroe Islands,0,1,Loyal
4157,96,22,934,Guinea-Bissau,0,1,Loyal
4158,78,4,87,Reunion,0,1,Loyal
4159,87,4,979,Sudan,0,1,Loyal
4160,22,13,2025,El Salvador,0,2,At Risk
4161,30,73,1369,Argentina,1,3,Dormant
4162,61,38,4985,Panama,0,4,High Value
4163,4,58,4935,Azerbaijan,1,0,Dormant
4164,32,39,4407,Aruba,0,0,Dormant
4165,44,22,2248,Bahrain,0,2,At Risk
4166,91,84,1906,Cook Islands,1,3,Dormant
4167,50,87,2780,Iceland,1,0,Dormant
4168,40,24,1739,San Marino,0,2,At Risk
4169,67,50,4915,Japan,1,4,High Value
4170,49,22,2778,Finland,0,2,At Risk
4171,40,76,232,Mauritius,1,3,Dormant
4172,44,43,1497,Puerto Rico,0,3,Dormant
4173,61,32,4741,French Polynesia,0,4,High Value
4174,21,19,2585,Tuvalu,0,2,At Risk
4175,71,74,2759,Romania,1,4,High Value
4176,1,85,1706,Kazakhstan,1,3,Dormant
4177,23,41,3946,Palau,0,0,Dormant
4178,7,5,3880,Niger,0,2,At Risk
4179,99,6,1150,Central African Republic,0,1,Loyal
4180,47,46,762,Korea,1,3,Dormant
4181,94,46,1012,Georgia,1,1,Loyal
4182,95,17,1606,Bangladesh,0,1,Loyal
4183,9,74,4427,India,1,0,Dormant
4184,62,27,4112,Korea,0,4,High Value
4185,62,30,4643,San Marino,0,4,High Value
4186,5,65,2361,San Marino,1,0,Dormant
4187,99,24,4316,Saint Vincent and the Grenadines,0,4,High Value
4188,24,49,839,French Guiana,1,3,Dormant
4189,76,65,1792,Rwanda,1,3,Dormant
4190,79,73,1892,Bangladesh,1,3,Dormant
4191,97,35,2179,Turks and Caicos Islands,0,1,Loyal
4192,36,49,3126,Comoros,1,0,Dormant
4193,54,11,1017,Colombia,0,1,Loyal
4194,88,45,1509,Saint Lucia,0,1,Loyal
4195,65,33,1655,China,0,1,Loyal
4196,72,86,1486,Peru,1,3,Dormant
4197,74,63,3866,Bulgaria,1,4,High Value
4198,18,56,2125,North Macedonia,1,0,Dormant
4199,28,43,4127,Germany,0,0,Dormant
4200,43,83,4269,Guernsey,1,0,Dormant
4201,67,19,2937,Bhutan,0,1,Loyal
4202,72,29,1618,Heard Island and McDonald Islands,0,1,Loyal
4203,96,11,2413,Luxembourg,0,1,Loyal
4204,63,56,861,Antarctica (the territory South of 60 deg S),1,3,Dormant
4205,37,42,3018,Togo,0,2,At Risk
4206,33,82,4230,Costa Rica,1,0,Dormant
4207,87,61,267,Guatemala,1,3,Dormant
4208,40,55,166,Georgia,1,3,Dormant
4209,26,49,4145,Peru,1,0,Dormant
4210,97,74,2822,Saudi Arabia,1,4,High Value
4211,70,33,659,Tanzania,0,1,Loyal
4212,31,26,3919,San Marino,0,2,At Risk
4213,70,64,3189,Lesotho,1,4,High Value
4214,77,30,4655,Chad,0,4,High Value
4215,14,66,3387,Anguilla,1,0,Dormant
4216,16,86,90,Moldova,1,3,Dormant
4217,48,12,3485,Palau,0,2,At Risk
4218,19,30,1711,Wallis and Futuna,0,2,At Risk
4219,10,30,2643,Chile,0,2,At Risk
4220,88,10,3122,Vietnam,0,1,Loyal
4221,96,33,4377,Mauritius,0,4,High Value
4222,54,85,2641,Colombia,1,3,Dormant
4223,69,1,975,Peru,0,1,Loyal
4224,12,84,1575,Solomon Islands,1,3,Dormant
4225,14,73,589,Pakistan,1,3,Dormant
4226,65,5,3136,Senegal,0,1,Loyal
4227,54,48,808,New Zealand,1,3,Dormant
4228,39,12,452,Gambia,0,1,Loyal
4229,29,11,4254,Falkland Islands (Malvinas),0,2,At Risk
4230,41,38,3348,Tajikistan,0,2,At Risk
4231,42,54,1731,Mozambique,1,3,Dormant
4232,40,76,4020,Portugal,1,0,Dormant
4233,30,14,2602,Mauritania,0,2,At Risk
4234,44,72,1553,Marshall Islands,1,3,Dormant
4235,80,10,4168,Guinea-Bissau,0,4,High Value
4236,42,69,865,Serbia,1,3,Dormant
4237,95,79,478,Serbia,1,3,Dormant
4238,40,59,1952,Uganda,1,3,Dormant
4239,53,77,536,Antarctica (the territory South of 60 deg S),1,3,Dormant
4240,74,2,2457,Libyan Arab Jamahiriya,0,1,Loyal
4241,67,74,4736,Latvia,1,4,High Value
4242,75,69,1993,Dominica,1,3,Dormant
4243,72,16,4207,Papua New Guinea,0,4,High Value
4244,60,69,1922,Guatemala,1,3,Dormant
4245,36,7,2590,Grenada,0,2,At Risk
4246,95,77,343,Cyprus,1,3,Dormant
4247,17,37,2254,Dominican Republic,0,2,At Risk
4248,100,6,1393,Cote d'Ivoire,0,1,Loyal
4249,35,60,2962,Norway,1,0,Dormant
4250,64,21,3516,Paraguay,0,4,High Value
4251,23,38,4063,Djibouti,0,0,Dormant
4252,26,55,2926,Western Sahara,1,0,Dormant
4253,78,32,4868,Swaziland,0,4,High Value
4254,44,2,4839,Hungary,0,2,At Risk
4255,93,50,1711,Philippines,1,1,Loyal
4256,10,41,4965,Falkland Islands (Malvinas),0,0,Dormant
4257,24,86,2082,Thailand,1,3,Dormant
4258,40,43,1056,Colombia,0,3,Dormant
4259,46,28,1731,Angola,0,2,At Risk
4260,5,84,1135,Netherlands,1,3,Dormant
4261,19,71,1970,Ireland,1,3,Dormant
4262,84,66,2633,Antigua and Barbuda,1,4,High Value
4263,42,54,4747,Madagascar,1,0,Dormant
4264,29,37,3777,Spain,0,2,At Risk
4265,99,11,761,Chile,0,1,Loyal
4266,100,82,3472,Guam,1,4,High Value
4267,34,42,4958,South Georgia and the South Sandwich Islands,0,0,Dormant
4268,8,45,2670,Belize,0,2,At Risk
4269,6,13,1947,Moldova,0,2,At Risk
4270,39,76,4449,Saint Helena,1,0,Dormant
4271,94,56,544,Micronesia,1,1,Loyal
4272,26,17,2577,Brunei Darussalam,0,2,At Risk
4273,41,54,2047,Mauritius,1,3,Dormant
4274,96,5,2163,Panama,0,1,Loyal
4275,31,36,3555,Egypt,0,2,At Risk
4276,85,85,3848,Canada,1,4,High Value
4277,71,59,3761,Mayotte,1,4,High Value
4278,27,55,667,Guinea-Bissau,1,3,Dormant
4279,9,58,1276,Ireland,1,3,Dormant
4280,62,32,4465,Samoa,0,4,High Value
4281,78,4,1141,Austria,0,1,Loyal
4282,47,78,1537,Haiti,1,3,Dormant
4283,69,58,4162,Eritrea,1,4,High Value
4284,81,83,525,Kyrgyz Republic,1,3,Dormant
4285,6,73,4152,Hong Kong,1,0,Dormant
4286,73,29,1149,Malaysia,0,1,Loyal
4287,76,9,4614,Marshall Islands,0,4,High Value
4288,81,1,2965,Nicaragua,0,1,Loyal
4289,90,51,4606,British Indian Ocean Territory (Chagos Archipelago),1,4,High Value
4290,20,46,4734,Honduras,1,0,Dormant
4291,19,8,4686,Netherlands,0,2,At Risk
4292,31,40,1384,Vietnam,0,2,At Risk
4293,34,77,1034,Greece,1,3,Dormant
4294,99,20,4608,Pitcairn Islands,0,4,High Value
4295,19,67,4152,Western Sahara,1,0,Dormant
4296,96,85,3903,Poland,1,4,High Value
4297,94,38,4135,Tunisia,0,4,High Value
4298,66,17,4783,Kenya,0,4,High Value
4299,77,9,2203,Northern Mariana Islands,0,1,Loyal
4300,29,18,4679,Chile,0,2,At Risk
4301,30,60,127,Denmark,1,3,Dormant
4302,78,85,1581,India,1,3,Dormant
4303,40,39,2132,United Kingdom,0,2,At Risk
4304,43,76,1840,Norway,1,3,Dormant
4305,37,86,2684,Botswana,1,0,Dormant
4306,100,11,362,Grenada,0,1,Loyal
4307,16,88,2301,Japan,1,0,Dormant
4308,18,16,4892,Indonesia,0,2,At Risk
4309,60,72,1260,Costa Rica,1,3,Dormant
4310,38,32,2387,Somalia,0,2,At Risk
4311,9,1,1494,Botswana,0,2,At Risk
4312,17,23,4400,Yemen,0,2,At Risk
4313,9,53,1027,India,1,3,Dormant
4314,30,83,282,Moldova,1,3,Dormant
4315,76,47,2141,Lesotho,1,1,Loyal
4316,71,48,4456,Albania,1,4,High Value
4317,61,25,3600,Malta,0,4,High Value
4318,97,49,4645,Qatar,1,4,High Value
4319,11,72,4860,Canada,1,0,Dormant
4320,98,61,699,Chile,1,1,Loyal
4321,37,87,3652,Saint Vincent and the Grenadines,1,0,Dormant
4322,9,62,4083,Trinidad and Tobago,1,0,Dormant
4323,39,77,4911,Djibouti,1,0,Dormant
4324,3,84,2281,Andorra,1,0,Dormant
4325,87,7,2202,French Southern Territories,0,1,Loyal
4326,58,26,4040,Iran,0,4,High Value
4327,26,25,1923,Italy,0,2,At Risk
4328,28,90,2388,Jordan,1,0,Dormant
4329,95,28,4807,Namibia,0,4,High Value
4330,56,59,4624,Mauritius,1,4,High Value
4331,20,38,4171,American Samoa,0,0,Dormant
4332,72,24,1035,Central African Republic,0,1,Loyal
4333,25,75,4867,Syrian Arab Republic,1,0,Dormant
4334,31,18,487,Afghanistan,0,2,At Risk
4335,91,10,2474,Zimbabwe,0,1,Loyal
4336,30,59,4484,Tokelau,1,0,Dormant
4337,75,30,3403,Estonia,0,4,High Value
4338,12,60,1521,Marshall Islands,1,3,Dormant
4339,14,10,738,Jordan,0,2,At Risk
4340,40,53,2312,Eritrea,1,3,Dormant
4341,54,34,338,United Kingdom,0,1,Loyal
4342,64,4,673,Gibraltar,0,1,Loyal
4343,13,69,1802,Saint Pierre and Miquelon,1,3,Dormant
4344,25,41,3928,Senegal,0,0,Dormant
4345,98,48,541,Malawi,1,1,Loyal
4346,36,83,3338,Somalia,1,0,Dormant
4347,66,45,1868,Switzerland,0,1,Loyal
4348,86,88,239,Saint Martin,1,3,Dormant
4349,23,43,4447,Israel,0,0,Dormant
4350,69,1,3335,Sierra Leone,0,1,Loyal
4351,43,24,38,Guernsey,0,1,Loyal
4352,88,50,194,Kuwait,1,1,Loyal
4353,7,44,3248,Honduras,0,0,Dormant
4354,19,68,3297,Mayotte,1,0,Dormant
4355,60,79,2773,China,1,3,Dormant
4356,24,4,2260,Saint Pierre and Miquelon,0,2,At Risk
4357,3,11,3244,Namibia,0,2,At Risk
4358,27,54,2185,New Zealand,1,0,Dormant
4359,63,76,4763,Finland,1,4,High Value
4360,56,28,2545,Botswana,0,1,Loyal
4361,49,59,3073,Guadeloupe,1,0,Dormant
4362,30,55,3395,Belgium,1,0,Dormant
4363,73,37,4582,Poland,0,4,High Value
4364,5,90,3066,British Virgin Islands,1,0,Dormant
4365,51,75,4569,Guinea,1,0,Dormant
4366,41,49,633,Cyprus,1,3,Dormant
4367,97,12,3944,Kuwait,0,4,High Value
4368,27,47,3143,Madagascar,1,0,Dormant
4369,83,83,323,Papua New Guinea,1,3,Dormant
4370,23,28,2219,Hong Kong,0,2,At Risk
4371,76,68,4516,Martinique,1,4,High Value
4372,33,50,523,Mali,1,3,Dormant
4373,73,31,4736,Comoros,0,4,High Value
4374,32,17,3772,Puerto Rico,0,2,At Risk
4375,11,87,2047,Suriname,1,0,Dormant
4376,55,22,794,Tunisia,0,1,Loyal
4377,97,39,1118,Liechtenstein,0,1,Loyal
4378,22,49,2775,Nauru,1,0,Dormant
4379,31,52,172,Israel,1,3,Dormant
4380,15,69,3749,Saint Martin,1,0,Dormant
4381,10,12,4401,French Guiana,0,2,At Risk
4382,87,11,4410,Iran,0,4,High Value
4383,72,34,2847,Falkland Islands (Malvinas),0,4,High Value
4384,58,80,1597,Uzbekistan,1,3,Dormant
4385,82,35,4042,Gibraltar,0,4,High Value
4386,44,76,3092,Israel,1,0,Dormant
4387,18,4,395,Sao Tome and Principe,0,2,At Risk
4388,59,62,4137,Cote d'Ivoire,1,4,High Value
4389,41,79,2214,Japan,1,3,Dormant
4390,92,62,438,Jordan,1,3,Dormant
4391,83,55,70,Guernsey,1,1,Loyal
4392,52,59,2835,Denmark,1,0,Dormant
4393,38,44,294,Kuwait,0,3,Dormant
4394,38,43,4733,Lithuania,0,0,Dormant
4395,72,82,3186,Egypt,1,4,High Value
4396,25,14,1722,United States Virgin Islands,0,2,At Risk
4397,47,82,3210,Aruba,1,0,Dormant
4398,87,51,1162,Norfolk Island,1,1,Loyal
4399,16,52,4378,Morocco,1,0,Dormant
4400,79,44,1989,United Arab Emirates,0,1,Loyal
4401,89,50,3308,Kyrgyz Republic,1,4,High Value
4402,51,43,1848,Honduras,0,1,Loyal
4403,15,7,2337,Lesotho,0,2,At Risk
4404,33,12,2822,Guinea,0,2,At Risk
4405,48,89,3114,Sri Lanka,1,0,Dormant
4406,79,20,3795,Palau,0,4,High Value
4407,80,86,4058,Georgia,1,4,High Value
4408,26,23,1573,Kazakhstan,0,2,At Risk
4409,62,84,3141,Niue,1,0,Dormant
4410,19,10,1529,Comoros,0,2,At Risk
4411,34,42,4031,Guadeloupe,0,0,Dormant
4412,83,6,2328,Seychelles,0,1,Loyal
4413,18,48,3259,Congo,1,0,Dormant
4414,11,27,4406,Bangladesh,0,2,At Risk
4415,92,32,4230,Pitcairn Islands,0,4,High Value
4416,31,25,4291,Azerbaijan,0,2,At Risk
4417,42,33,3968,Solomon Islands,0,2,At Risk
4418,58,30,4097,Haiti,0,4,High Value
4419,64,40,1172,Palestinian Territory,0,1,Loyal
4420,96,22,4611,Belarus,0,4,High Value
4421,84,69,1272,Mali,1,3,Dormant
4422,7,88,3921,Mozambique,1,0,Dormant
4423,27,50,2380,Turkmenistan,1,0,Dormant
4424,28,15,617,Afghanistan,0,2,At Risk
4425,10,42,1907,Belgium,0,2,At Risk
4426,76,29,1438,Romania,0,1,Loyal
4427,84,1,2601,New Caledonia,0,1,Loyal
4428,52,9,894,Saint Vincent and the Grenadines,0,1,Loyal
4429,28,76,2083,Micronesia,1,3,Dormant
4430,94,70,182,Ethiopia,1,3,Dormant
4431,45,21,3415,Togo,0,2,At Risk
4432,67,54,3763,Congo,1,4,High Value
4433,94,10,1695,Liberia,0,1,Loyal
4434,17,20,4353,Malawi,0,2,At Risk
4435,70,49,1656,French Guiana,1,1,Loyal
4436,1,44,2822,Lithuania,0,2,At Risk
4437,85,67,4326,Serbia,1,4,High Value
4438,36,29,4003,Jersey,0,2,At Risk
4439,36,85,4174,Albania,1,0,Dormant
4440,77,86,2791,Vietnam,1,3,Dormant
4441,30,69,2540,Sao Tome and Principe,1,0,Dormant
4442,61,20,1294,Cape Verde,0,1,Loyal
4443,56,52,3483,Jamaica,1,4,High Value
4444,2,1,3582,El Salvador,0,2,At Risk
4445,57,59,559,Samoa,1,3,Dormant
4446,68,41,267,Hong Kong,0,1,Loyal
4447,78,40,4546,Solomon Islands,0,4,High Value
4448,33,39,4479,Guadeloupe,0,0,Dormant
4449,12,23,1941,Netherlands,0,2,At Risk
4450,25,28,4312,Bermuda,0,2,At Risk
4451,50,58,4071,Iran,1,0,Dormant
4452,88,45,3040,Grenada,0,4,High Value
4453,53,25,2710,Spain,0,2,At Risk
4454,31,66,2901,Burkina Faso,1,0,Dormant
4455,53,48,3345,Qatar,1,4,High Value
4456,75,7,1638,North Macedonia,0,1,Loyal
4457,61,61,4721,United States of America,1,4,High Value
4458,61,17,3137,Martinique,0,2,At Risk
4459,84,70,4605,Fiji,1,4,High Value
4460,92,29,4059,Bermuda,0,4,High Value
4461,59,19,4355,Cambodia,0,4,High Value
4462,31,89,1463,Angola,1,3,Dormant
4463,91,5,1748,Afghanistan,0,1,Loyal
4464,39,58,1671,Finland,1,3,Dormant
4465,72,47,4743,Puerto Rico,1,4,High Value
4466,41,15,115,Singapore,0,1,Loyal
4467,87,23,4089,Zimbabwe,0,4,High Value
4468,45,74,3944,Andorra,1,0,Dormant
4469,90,27,613,Austria,0,1,Loyal
4470,21,6,3200,Cook Islands,0,2,At Risk
4471,89,37,645,Guinea,0,1,Loyal
4472,1,56,1307,Sweden,1,3,Dormant
4473,16,58,1622,Liberia,1,3,Dormant
4474,61,71,73,Trinidad and Tobago,1,3,Dormant
4475,60,4,3325,French Polynesia,0,2,At Risk
4476,77,68,2920,Myanmar,1,4,High Value
4477,90,2,350,Iceland,0,1,Loyal
4478,28,7,3513,Equatorial Guinea,0,2,At Risk
4479,94,29,1928,Haiti,0,1,Loyal
4480,90,15,4392,Fiji,0,4,High Value
4481,2,80,1461,Saint Pierre and Miquelon,1,3,Dormant
4482,59,4,1820,Taiwan,0,1,Loyal
4483,35,68,1509,Mauritius,1,3,Dormant
4484,58,61,2584,Tunisia,1,3,Dormant
4485,7,68,1377,Hungary,1,3,Dormant
4486,15,13,639,Singapore,0,2,At Risk
4487,84,37,2057,Cape Verde,0,1,Loyal
4488,71,89,3201,India,1,4,High Value
4489,90,39,3561,Palestinian Territory,0,4,High Value
4490,33,48,2580,Dominican Republic,1,0,Dormant
4491,83,18,1909,Holy See (Vatican City State),0,1,Loyal
4492,8,71,272,Hong Kong,1,3,Dormant
4493,25,15,2375,Gambia,0,2,At Risk
4494,18,84,3872,Micronesia,1,0,Dormant
4495,15,49,1643,Cuba,1,2,At Risk
4496,98,50,2228,South Africa,1,4,High Value
4497,4,40,1278,Guinea-Bissau,0,2,At Risk
4498,50,13,3122,Malta,0,2,At Risk
4499,2,67,408,Dominican Republic,1,3,Dormant
4500,6,27,4948,Belarus,0,2,At Risk
4501,12,46,2244,Netherlands Antilles,1,2,At Risk
4502,22,23,2353,Romania,0,2,At Risk
4503,6,13,2242,Azerbaijan,0,2,At Risk
4504,4,71,521,Sao Tome and Principe,1,3,Dormant
4505,90,40,4075,Eritrea,0,4,High Value
4506,4,34,4730,Kuwait,0,0,Dormant
4507,68,3,4186,Romania,0,4,High Value
4508,24,66,3658,Cuba,1,0,Dormant
4509,70,60,1654,Angola,1,3,Dormant
4510,64,81,3161,Portugal,1,0,Dormant
4511,63,71,3033,Rwanda,1,4,High Value
4512,93,3,485,Spain,0,1,Loyal
4513,37,50,4493,Rwanda,1,0,Dormant
4514,85,77,143,Turkey,1,3,Dormant
4515,68,77,4904,Cape Verde,1,4,High Value
4516,23,31,4208,Gabon,0,2,At Risk
4517,34,5,2226,Solomon Islands,0,2,At Risk
4518,28,81,1379,Anguilla,1,3,Dormant
4519,86,9,4843,Cape Verde,0,4,High Value
4520,41,76,1190,Philippines,1,3,Dormant
4521,94,36,741,Guadeloupe,0,1,Loyal
4522,21,42,1049,Estonia,0,2,At Risk
4523,98,78,2842,Dominican Republic,1,4,High Value
4524,38,18,4246,Switzerland,0,2,At Risk
4525,66,2,4475,Guernsey,0,4,High Value
4526,86,34,358,Cayman Islands,0,1,Loyal
4527,84,74,2168,Haiti,1,3,Dormant
4528,70,72,1334,Cocos (Keeling) Islands,1,3,Dormant
4529,13,42,3936,Nepal,0,0,Dormant
4530,66,80,868,Guatemala,1,3,Dormant
4531,100,61,4926,Saudi Arabia,1,4,High Value
4532,7,27,3571,Cambodia,0,2,At Risk
4533,28,64,1175,Oman,1,3,Dormant
4534,75,89,3799,Reunion,1,4,High Value
4535,23,77,2614,Maldives,1,0,Dormant
4536,23,67,1061,Hong Kong,1,3,Dormant
4537,50,27,1773,Chad,0,1,Loyal
4538,90,40,2543,Poland,0,4,High Value
4539,25,52,4145,Montserrat,1,0,Dormant
4540,25,32,2689,Uruguay,0,2,At Risk
4541,55,5,3025,Azerbaijan,0,2,At Risk
4542,81,26,514,Christmas Island,0,1,Loyal
4543,78,44,3346,Somalia,0,4,High Value
4544,44,21,2609,Honduras,0,2,At Risk
4545,90,58,870,Nauru,1,1,Loyal
4546,55,45,1233,Benin,0,3,Dormant
4547,85,73,3629,Turkmenistan,1,4,High Value
4548,93,61,4414,Trinidad and Tobago,1,4,High Value
4549,15,46,4099,Christmas Island,1,0,Dormant
4550,62,41,3042,Norway,0,4,High Value
4551,76,46,1090,Denmark,1,1,Loyal
4552,60,28,878,Niger,0,1,Loyal
4553,74,64,2892,United Arab Emirates,1,4,High Value
4554,7,33,164,British Indian Ocean Territory (Chagos Archipelago),0,2,At Risk
4555,86,46,1275,Yemen,1,1,Loyal
4556,64,28,2268,Slovenia,0,1,Loyal
4557,76,50,4245,Iran,1,4,High Value
4558,95,64,1764,Dominican Republic,1,1,Loyal
4559,59,37,4461,Lithuania,0,4,High Value
4560,100,75,3714,Venezuela,1,4,High Value
4561,77,57,4120,Algeria,1,4,High Value
4562,61,16,813,Cameroon,0,1,Loyal
4563,15,23,4627,Monaco,0,2,At Risk
4564,92,59,1265,Northern Mariana Islands,1,1,Loyal
4565,73,19,1729,Turks and Caicos Islands,0,1,Loyal
4566,37,21,3765,Guam,0,2,At Risk
4567,9,38,2906,Tokelau,0,2,At Risk
4568,34,5,775,Monaco,0,2,At Risk
4569,41,48,601,Turkmenistan,1,3,Dormant
4570,32,25,3043,Malta,0,2,At Risk
4571,91,21,807,Cayman Islands,0,1,Loyal
4572,20,46,1578,Niger,1,2,At Risk
4573,55,37,4435,Bangladesh,0,4,High Value
4574,96,4,4656,Armenia,0,4,High Value
4575,24,51,2238,Puerto Rico,1,0,Dormant
4576,37,53,2067,Botswana,1,3,Dormant
4577,11,60,4844,Indonesia,1,0,Dormant
4578,71,33,818,Macao,0,1,Loyal
4579,58,14,2586,French Polynesia,0,1,Loyal
4580,31,44,214,Kiribati,0,3,Dormant
4581,30,48,1679,Denmark,1,3,Dormant
4582,98,25,4787,Taiwan,0,4,High Value
4583,90,29,4883,Luxembourg,0,4,High Value
4584,83,18,1180,Netherlands Antilles,0,1,Loyal
4585,20,63,4552,Somalia,1,0,Dormant
4586,67,16,578,Guadeloupe,0,1,Loyal
4587,81,2,3835,Colombia,0,4,High Value
4588,59,32,374,Singapore,0,1,Loyal
4589,84,59,3469,Canada,1,4,High Value
4590,72,53,4986,Armenia,1,4,High Value
4591,29,46,1951,Trinidad and Tobago,1,2,At Risk
4592,70,4,247,New Zealand,0,1,Loyal
4593,36,84,880,South Georgia and the South Sandwich Islands,1,3,Dormant
4594,53,80,931,Saint Pierre and Miquelon,1,3,Dormant
4595,67,2,2194,Central African Republic,0,1,Loyal
4596,85,6,463,Kenya,0,1,Loyal
4597,93,12,1647,Macao,0,1,Loyal
4598,42,58,3523,Bosnia and Herzegovina,1,0,Dormant
4599,3,60,4052,Saint Martin,1,0,Dormant
4600,86,41,412,Andorra,0,1,Loyal
4601,33,65,3101,Croatia,1,0,Dormant
4602,10,87,4441,Christmas Island,1,0,Dormant
4603,33,83,4587,Bulgaria,1,0,Dormant
4604,37,11,2395,Haiti,0,2,At Risk
4605,10,50,3720,Cambodia,1,0,Dormant
4606,63,49,966,Honduras,1,3,Dormant
4607,29,25,4754,South Georgia and the South Sandwich Islands,0,2,At Risk
4608,99,30,2640,Syrian Arab Republic,0,4,High Value
4609,31,30,931,Portugal,0,2,At Risk
4610,30,42,3177,Morocco,0,2,At Risk
4611,44,88,917,Lesotho,1,3,Dormant
4612,23,6,4953,Tanzania,0,2,At Risk
4613,87,41,958,Turkey,0,1,Loyal
4614,8,12,4895,Azerbaijan,0,2,At Risk
4615,42,24,2771,Gabon,0,2,At Risk
4616,51,65,3319,Turkey,1,0,Dormant
4617,71,72,4060,Uruguay,1,4,High Value
4618,21,74,4972,Hong Kong,1,0,Dormant
4619,42,83,1125,Kyrgyz Republic,1,3,Dormant
4620,11,12,324,Romania,0,2,At Risk
4621,50,66,713,Azerbaijan,1,3,Dormant
4622,63,27,4561,Sierra Leone,0,4,High Value
4623,85,72,4085,Guinea-Bissau,1,4,High Value
4624,46,89,1741,Senegal,1,3,Dormant
4625,67,32,158,Uzbekistan,0,1,Loyal
4626,56,13,4657,Saint Martin,0,4,High Value
4627,89,52,4264,French Guiana,1,4,High Value
4628,55,14,2612,Jersey,0,2,At Risk
4629,12,7,2559,Nepal,0,2,At Risk
4630,15,71,1999,Israel,1,0,Dormant
4631,32,41,3386,Cocos (Keeling) Islands,0,2,At Risk
4632,39,55,1012,Australia,1,3,Dormant
4633,74,45,1618,Belize,0,1,Loyal
4634,32,67,2125,Kenya,1,3,Dormant
4635,89,28,2502,Saint Pierre and Miquelon,0,1,Loyal
4636,13,18,1772,Ethiopia,0,2,At Risk
4637,70,8,706,Uzbekistan,0,1,Loyal
4638,53,63,3174,Tokelau,1,0,Dormant
4639,55,58,3881,Korea,1,4,High Value
4640,87,52,1303,Colombia,1,1,Loyal
4641,13,41,2481,North Macedonia,0,2,At Risk
4642,95,87,1579,Singapore,1,3,Dormant
4643,87,5,636,United Kingdom,0,1,Loyal
4644,45,24,2330,Uzbekistan,0,2,At Risk
4645,39,90,4727,Hong Kong,1,0,Dormant
4646,39,8,4305,Niger,0,2,At Risk
4647,30,61,4132,Ukraine,1,0,Dormant
4648,100,3,1052,Italy,0,1,Loyal
4649,82,66,201,Cape Verde,1,3,Dormant
4650,88,74,1586,Marshall Islands,1,3,Dormant
4651,14,2,2822,Belgium,0,2,At Risk
4652,91,36,2985,Burundi,0,4,High Value
4653,87,30,566,Lesotho,0,1,Loyal
4654,18,89,2764,Benin,1,0,Dormant
4655,24,63,3962,Australia,1,0,Dormant
4656,89,68,3238,French Polynesia,1,4,High Value
4657,57,76,1356,China,1,3,Dormant
4658,47,80,3580,Sao Tome and Principe,1,0,Dormant
4659,32,31,1953,North Macedonia,0,2,At Risk
4660,54,44,4017,Libyan Arab Jamahiriya,0,4,High Value
4661,48,38,1958,Slovenia,0,1,Loyal
4662,67,29,2859,Sri Lanka,0,4,High Value
4663,52,67,4465,Guadeloupe,1,0,Dormant
4664,97,34,2261,Norfolk Island,0,1,Loyal
4665,61,17,2718,Cuba,0,1,Loyal
4666,53,17,889,France,0,1,Loyal
4667,64,17,4763,Australia,0,4,High Value
4668,68,70,2672,Bosnia and Herzegovina,1,4,High Value
4669,96,80,1211,Angola,1,3,Dormant
4670,24,45,2184,Malawi,0,2,At Risk
4671,59,25,3027,Western Sahara,0,4,High Value
4672,72,90,1995,Jersey,1,3,Dormant
4673,76,40,4231,Taiwan,0,4,High Value
4674,31,68,213,Colombia,1,3,Dormant
4675,33,87,2605,Norfolk Island,1,0,Dormant
4676,39,45,1515,Portugal,0,3,Dormant
4677,43,38,1714,Israel,0,2,At Risk
4678,17,37,4443,Faroe Islands,0,0,Dormant
4679,22,31,1848,Cote d'Ivoire,0,2,At Risk
4680,6,82,4759,Malta,1,0,Dormant
4681,49,54,2710,Azerbaijan,1,0,Dormant
4682,24,11,4555,Bolivia,0,2,At Risk
4683,23,72,679,Sweden,1,3,Dormant
4684,34,81,2456,Cyprus,1,0,Dormant
4685,38,47,4354,Guadeloupe,1,0,Dormant
